,name,description
1176,First Contact Entertainment Inc.,
1177,Bandai Namco Studios,
1178,Blue Side,
1179,id Software / Raven Software,
1180,Arcade Moon,
1181,Arcen Games,
1182,Team Andromeda,
1183,Matt Dabrowski,
1184,Stellar Entertainment,
1185,Sugar & Rockets,
1186,Playbox Limited,
1187,Terraglyph Interactive Studios,
1188,Pathea Games,
1189,Landfall,
1190,Mobius Entertainment,
1191,TinyBuild Games,
1192,WinkySoft,
1193,Image & Form Games,
1194,Dream Factory,
1195,EfimovMax,
1196,Zombie Studios,
1197,Ubisoft Barcelona,
1198,Media Rings,
1199,Petroglyph Games,
1200,Elf,
1201,Mistic Software,
1202,Quantum Factory,
1203,Zener Works,
1204,Madruga Works,
1205,GSC Game World,
1206,Black Pants Studio,
1207,Ocean,
1208,H2O Interactive,
1209,The Men Who Wear Many Hats LLC,
1210,Atomic Fabrik,
1211,Jorudan,
1212,Destination,
1213,CokeM Interactive,
1214,Cattle Call,
1215,Sandlot,
1216,New Corporation,
1217,Slant Six,
1218,Tasharen Entertainment Inc.,
1219,Boss Baddie,
1220,Ninja Kiwi,
1221,Hypnotix,
1222,Vanguard Games,
1223,Vir2L Studios,
1224,Digital Melody,
1225,Two Tribes,
1226,Empyrean,
1227,Acid Nerve,
1228,Nival Interactive,
1229,4mm Games / Terminal Reality,
1230,WildTangent,
1231,Halcyon,
1232,Destination Software,
1233,Black Hole Games,
1234,Transhuman Design,
1235,Dorart,
1236,Impulse Games,
1237,Gravity-I,
1238,Sennari Interactive,
1239,SystemSoft,
1240,Wulo Games,
1241,Behold Studios,
1242,Gem International Corporation,
1243,Virtuos Games,
1244,Sandswept Studios,
1245,Puppy Games,
1246,Tantatus Interactive,
1247,Murudai,
1248,Urban Games,
1249,Starfish Inc.,
1250,9heads Game Studios,
1251,SNK Playmore,
1252,Amaterasu Software,
1253,Flying Wild Hog,
1254,Daniel Mullins Games,
1255,SNK Playmore Corporation,
1256,Ion Storm,
1257,Smart Bomb Interactive,
1258,Atlus Co. / Lancarse,
1259,"Section Studios, Inc.",
1260,Amaze Entertainment / Griptonite Games,
1261,Zoo Entertainment Inc.,
1262,SunSoft,
1263,Deep Silver,
1264,Tomi Maarela,
1265,New Reality Games,
1266,Fireproof Games,
1267,D3 Publisher,
1268,Parker Bros,
1269,imageepoch Inc.,
1270,Starpath Corp.,
1271,Three Rings,
1272,Eidos Studios Hungary,
1273,Dylan Fitterer,
1274,Lino Slahuschek,
1275,TU Wien,
1276,Barking Lizards Technologies LLC,
1277,Nobilis,
1278,Riverhillsoft,
1279,Tindalos Interactive,
1280,Game Mechanics LLC,
1281,Jackbox Games,
1282,Opus Studio,
1283,Venom Games / Human Head Studios,
1284,Crawfish Interactive - Climax,
1285,ArtDink,
1286,Armor Project/Bird Studio,
1287,CodeFire,
1288,Phantagram,
1289,Gusto Games,
1290,Mercury Steam / Alchemic Productions,
1291,Blendo Games,
1292,FrontLine Studios,
1293,Smoking Wolf,
1294,Amazing Studios,
1295,"Jundroo, LLC",
1296,Avanquest Software,
1297,WeirdBeard,
1298,Strawdogs Studios Limited,
1299,PawaPuro Productions,
1300,Big Red Button,
1301,I*Motion,
1302,MumboJumbo,
1303,W!Games,
1304,Asobo Studios,
1305,Astronomic Games,
1306,Panda Indie Studio,
1307,Gear Head Entertainment,
1308,CBS Electronics,
1309,Ivolgamus,
1310,SolWorks,
1311,Game Grumps,
1312,Magix,
1313,Mucky Foot Productions,
1314,Blue Byte,
1315,Denyu-Sha,
1316,LTI,
1317,Sam Barlow,
1318,Ronin Entertainment,
1319,H2O Entertainment,
1320,Argonaut Software,
1321,Kuusou Kagaku,
1322,Shade,
1323,Prolific,
1324,Takara Tomy,
1325,Exact,
1326,Climax Group Inc.,
1327,Capcom Production Studio 6,
1328,High Voltage Software / Backbone Entertainment,
1329,Byking,
1330,SoftMax,
1331,Birthday,
1332,Magical Company Ltd,
1333,The Workshop,
1334,Ironhide Game Studio,
1335,Graphic State,
1336,Unit,
1337,Thomas Bowker,
1338,Dingaling,
1339,Farmind Ltd,
1340,LightBox Interactive,
1341,Hyperspace Cowgirls,
1342,Sharpened Edge Studios,
1343,Snail Games USA,
1344,Q Entertainment / Phantagram,
1345,EA Games,
1346,K Bros Games,
1347,Global A Entertainment,
1348,Soleil Software Studio Inc.,
1349,Tamsoft Corporation,
1350,Cing Inc. / Town Factory,
1351,Playtonic Games,
1352,XPEC Entertainment Inc.,
1353,ImaginEngine,
1354,OutOfTime|OutOfCrumpets,
1355,DoubleTap Games,
1356,Hasbro Interactive,
1357,Tomcat System,
1358,Virtual Toys,
1359,Hijinx Studios,
1360,Sukeban Games,
1361,Starbreeze Studios AB,
1362,Rockfish Games,
1363,Telesys,
1364,Mass Media Inc.,
1365,IR Gurus Interactive,
1366,HL-Galgame,
1367,JCKSLAP,
1368,Akella,
1369,Lince Works,
1370,Moppin,
1371,Atelier Double,
1372,Ratloop Asia Pte Ltd,
1373,Capcom Production Studio 1 / TOSE Software,
1374,Circus Freak,
1375,Infinite Interactive,
1376,Team17 Digital Ltd,
1377,RPG Video,
1378,Whoopee Camp,
1379,Zoe Mode / HB Studios,
1380,IronOak Games,
1381,OmiyaSoft,
1382,VAC,
1383,Robomodo,
1384,Game Titan,
1385,Wolfteam / Namco Tales Studio,
1386,Creat Studios,
1387,Brain Toys,
1388,Ubisoft Barcelona / Inland Productions,
1389,TBD,
1390,Studio E,
1391,Doki Denki,
1392,Sacnoth,
1393,Cave,
1394,Wargaming.net,
1395,UK Magic,
1396,Mediatonic Ltd.,
1397,Taito,
1398,Hamster,
1399,Zindagi Games,
1400,Just Add Monsters,
1401,WayForward Pocket Team,
1402,Ignition Entertainment,
1403,Room710Games,
1404,Empire Interactive,
1405,Volatile Games,
1406,Playbrains,
1407,Night School Studio,
1408,Andrey Malyarov,
1409,Sensory Sweep,
1410,Irvin Vaush,
1411,Seta Corporation,
1412,Might and Delight,
1413,"Pai, Inc",
1414,General Arcade,
1415,Zoom Inc.,
1416,LTI Grey Matter,
1417,Rockstar Toronto / Leeds,
1418,Video System,
1419,The Pokemon Company,
1420,DolphinBarn,
1421,Presto Studios,
1422,Bec,
1423,Nippon Columbia,
1424,Nihon Bussan,
1425,Charyb Games,
1426,GameMill Entertainment,
1427,"ASK Co. Ltd., Ornith",
1428,"Konami Computer Entertainment America, Inc. Honolulu Studio",
1429,Mastiff,
1430,Metro Corporation,
1431,VOiD Games,
1432,Attention To Detail,
1433,tri-Crescendo / Monolith Soft,
1434,Crawfish Interactive,
1435,Aquamarine,
1436,Looking Glass Studios,
1437,Acclaim Studios Teesside,
1438,HotGen Studios,
1439,Hector,
1440,Milestone,
1441,Ubisoft Vancouver,
1442,Night Node Software,
1443,Rotatipyra,
1444,Svarog Studios,
1445,Egor Magurin,
1446,Sega Rosso,
1447,Williams Entertainment,
1448,TPP Studio,
1449,Graffiti Entertainment,
1450,Mac Play,
1451,TimeGate Studios,
1452,Indies Zero,
1453,Pacific Century Cyber Works Japan,
1454,Pronto Games,
1455,Big Fish Games / LDW,
1456,Anteater Games,
1457,Human Head Studios,
1458,Nickervision Studios,
1459,Access Games,
1460,Rovio Mobile,
1461,Carbon,
1462,Contingent99,
1463,Eidos Hungary,
1464,SOFF Games,
1465,Almost Human Games,
1466,Delusional Games,
1467,Acclaim Studios London,
1468,2K Shanghai,
1469,Gogii Games,
1470,Vanguard,
1471,Labyrinthine,
1472,Nihon Falcom Corporation,
1473,Czester16,
1474,Rake in Grass,
1475,Trickjump Games Ltd,
1476,PlayStation C.A.M.P.!,
1477,Lesley Dodd,
1478,BugBear,
1479,Digital Leisure Inc.,
1480,RED Company,
1481,Amaze,
1482,Mitchell,
1483,Gorilla Games,
1484,AQ Interactive,
1485,Cherry Pop Games,
1486,Axela,
1487,NeoCoreGames,
1488,InXile Entertainment,
1489,Monstars Inc.,
1490,Ving,
1491,WolfgangIs,
1492,Tornado Studios,
1493,Smackdown Productions,
1494,ZootFly,
1495,The Farm 51,
1496,D-Pad Studios,
1497,"2015, Inc.",
1498,Rekoo,
1499,Southend Interactive,
1500,DL Softworks,
1501,Climax Studios,
1502,GameTek,
1503,Proletariat Inc.,
1504,Xing Inc.,
1505,Flat Cat,
1506,Take 2 Interactive,
1507,Blastoid Entertainment,
1508,Venom Games,
1509,NEC Intechannel,
1510,Gunfire Games,
1511,"Imagineer Co., Ltd.",
1512,Vanpool,
1513,Dunhill Electronic Media Corp,
1514,Headup Games,
1515,Visual Sciences,
1516,California Seven Studios,
1517,THQ Digital Phoenix,
1518,Bombservice,
1519,SomaSim,
1520,Data Design Interactive,
1521,Alientrap Games Inc,
1522,Red Candle Games,
1523,Handheld Games,
1524,Modern Dream,
1525,"Strategic Simulations, Inc.",
1526,Dagestan Technology,
1527,Metro Graphics,
1528,White Dog,
1529,Milestone S.r.l.,
1530,Xing Entertainment,
1531,Wheelhaus,
1532,Milkstone Studios,
1533,Reality Pump Studios,
1534,Powerhoof,
1535,Flight-Plan,
1536,Adrenium,
1537,Lucky Chicken,
1538,Destructive Creations,
1539,CharlieH,
1540,Big Sandwich Games,
1541,Necrophone Games,
1542,Omiya Soft,
1543,Sometimes You,
1544,Miracle Designs,
1545,Rainbow Studio,
1546,Real Dynamics,
1547,Nautilus,
1548,Mere Mortals,
1549,Gaijin Games,
1550,King of the Jungle,
1551,Rising Star Games,
1552,Revolution Software,
1553,Paramount Interactive,
1554,Magic Pixel Games,
1555,RMAL,
1556,Blueshift,
1557,TBA,
1558,Pokshevanov Pavel,
1559,KxONE,
1560,Kadokawa Shoten,
1561,Guerrilla Cambridge,
1562,Asteristic Game Studio,
1563,Phoenix Games,
1564,Gray Matter Inc.,
1565,Team GrisGris,
1566,Sanrio Digital,
1567,PixelTail Games,
1568,Game Republik,
1569,EXOR Studios,
1570,Tomy Corporation,
1571,Forever Entertainment S.A.,
1572,Twice Circled,
1573,MrCiastku,
1574,LvivMedia,
1575,Seibu Kaihatsu Inc.,
1576,DNS Development,
1577,Deconstructeam,
1578,Tatyana Murzina,
1579,Eric Hartman,
1580,Four Quarters,
1581,Belarus Games,
1582,Way Forward Technologies,
1583,Namco Bandai Games America,
1584,Bits Studios,
1585,Nordcurrent,
1586,"Cing, Inc",
1587,Baba Yaga Games,
1588,Bomb,
1589,EA Freestyle,
1590,Lee Sang,
1591,Akakiy Petrushkin,
1592,Starfish,
1593,Iguana Entertaiment,
1594,Ntreev Soft,
1595,Phoenix Interactive Entertainment,
1596,Monumental Games,
1597,Just1337 Studio,
1598,Ardi Studio,
1599,Art Corporation,
1600,Dream On Studio,
1601,GungHo Works,
1602,Neko Climax Studios,
1603,Zoo Games,
1604,Fox Interactive,
1605,"Asmik Ace Entertainment, Inc.",
1606,Jutsu Games,
1607,DUCK,
1608,HypeTrain Digital,
1609,Ubisoft Sao Paulo,
1610,Blackpowder Games,
1611,Stealth Studios,
1612,Gunnar Games,
1613,Samurai Punk,
1614,Rhino Studios,
1615,Universomo,
1616,ninjalex,
1617,Rhino Games,
1618,Playful Corp.,
1619,"iWin, Inc.",
1620,Spooky Squid Games Inc.,
1621,"Arcen Games, LLC",
1622,Pixel Dash Studios,
1623,CCP,
1624,C's Ware,
1625,Tubby Games,
1626,Subsoap,
1627,Matt Thorson,
1628,Scholastic Media,
1629,Digital Fiction,
1630,Signal Studios,
1631,Milestone S.r.l,
1632,Falcom,
1633,Phoenix,
1634,MASA Group,
1635,Classic Media Distribution Limited,
1636,Think and Feel,
1637,2K Sports,
1638,Spiders,
1639,Salu Ltd.,
1640,Creative Patterns,
1641,Swordfish Studios,
1642,Recoil Games,
1643,Pioneer LDC,
1644,Tomorrow Corporation,
1645,Osiris Studios,
1646,Sproing Interactive Media / Deep Silver Vienna,
1647,Swing Swing Submarine,
1648,Griptonite,
1649,Game-Labs,
1650,"Jellyvision, Inc.",
1651,2XL Games,
1652,Danger Productions,
1653,"Eek! Games, LLC",
1654,G-Artists,
1655,Pixel Ferrets,
1656,Robot Loves Kitty,
1657,Anatoliy Loginovskikh,
1658,Super X Studios,
1659,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,
1660,Bongfish,
1661,PopCap,
1662,Sekerin Productions,
1663,Cranky Pants Games,
1664,Reikon Games,
1665,Barking Lizards Technologies,
1666,Rutubo Games,
1667,Dominique Grieshofer,
1668,Flamebait Games,
1669,PlayFirst,
1670,Full Fat,
1671,Just Add Water,
1672,Studio Saizensen,
1673,Dancing Dragon Games,
1674,EQ-Games,
1675,CreativeForge Games,
1676,Owlchemy Labs,
1677,D2C Games,
1678,Gaming Minds Studios,
1679,Estelion,
1680,NCS,
1681,Power of 2,
1682,Mindscape,
1683,Melbourne House Pty Ltd.,
1684,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,
1685,Sarbakan Inc.,
1686,PlatinumGames / Nude Maker,
1687,Pyro Studios,
1688,GCP1,
1689,WideScreen Games,
1690,LEVER Software,
1691,Footmade,
1692,Fucom,
1693,Omega Force / Koei Canada,
1694,Racdym,
1695,Rivage Games,
1696,Aspyr,
1697,Koei/Inis,
1698,Transmission Games,
1699,Sting,
1700,Pilgrim Adventures,
1701,Cauldron Ltd.,
1702,Examu Inc.,
1703,Boxelware,
1704,Nanooborg,
1705,Culture Brain,
1706,Infogrames Melbourne,
1707,Trine Games,
1708,Mindillusion,
1709,Mad Catz,
1710,FeelPlus,
1711,Sunrise Games Ltd.,
1712,Merscom LLC,
1713,Krillbite Studio,
1714,Nippon Telenet,
1715,Noclip,
1716,Nitro+,
1717,TDK Mediactive,
1718,Phoenix Games Studio,
1719,Destineer,
1720,Sammy Corporation,
1721,NEXT Studios,
1722,Team Tachyon,
1723,Screenlife Games,
1724,Strange Fire,
1725,GR3 Project,
1726,Idea Factory,
1727,Michael Todd Games,
1728,Way Forward,
1729,Kerberos Productions Inc.,
1730,Circle 5 Studios,
1731,Parallax Software,
1732,Glaiel Games,
1733,Neowiz Corporation,
1734,Sunflowers Interactive,
1735,Dream Works,
1736,Minskworks,
1737,Zono Incorporated,
1738,Trickstar Games,
1739,SSI,
1740,S-Neo,
1741,London Studios,
1742,Mayhem Studios,
1743,Santa Cruz Games,
1744,Teyon Entertainment,
1745,CyberPlanet Interactive,
1746,SME Dynamic Systems Limited,
1747,Most Wanted Entertainment,
1748,Evgeny Shcherbakov,
1749,Games Farm,
1750,Games Workshop,
1751,Rasul Mono,
1752,Magic Rings,
1753,Bisty,
1754,"Ikusabune Inc. / Positron Co., Ltd",
1755,Eiconic Games,
1756,Survios,
1757,Gears for Breakfast,
1758,BottleRocket Entertainment,
1759,Matrix Software / RED Entertainment,
1760,Vladimir Shlapak,
1761,Behaviour Studios,
1762,Teotl Studios,
1763,Minor Key Games,
1764,Tecmo Koei Canada,
1765,Game Sauce,
1766,Dark Energy Digital,
1767,Killmonday Games,
1768,Cinemaware,
1769,Dejobaan Games,
1770,Ubisoft Quebec City,
1771,Panic Button,
1772,Spellbound Entertainment AG,
1773,GrizzlyGames,
1774,Cerasus Media,
1775,Open Sesame,
1776,Giant Sparrow,
1777,Escape,
1778,Namco Bandai Games / Celius,
1779,Al,
1780,Mighty Rabbit Studios,
1781,SDP Games,
1782,Benjamin Rivers Inc.,
1783,"Sound Source Interactive, Inc.",
1784,Mad Doc Software,
1785,KCE Studios,
1786,Coyote Developments,
1787,Knuckle Cracker,
1788,Hydravision Entertainment,
1789,GameMill,
1790,NaturalMotion Games,
1791,QUICKTEQUILA,
1792,oblomysh,
1793,White Rabbit Games,
1794,Nvizzio Creations,
1795,Crave,
1796,Ironsun Studios,
1797,Runner Duck,
1798,Lovedelic,
1799,Level Up Labs,
1800,Fatshark,
1801,Big Ant Studios,
1802,Quiet River,
1803,Proteus Studios,
1804,Nippon Ichi Software / Gust,
1805,I-Illusions,
1806,Bell Corporation,
1807,Majesco Entertainment,
1808,Atum Software,
1809,Yeti Trunk,
1810,BottleRocket,
1811,Separate Game Development,
1812,OneNine Studios,
1813,Adrenalin Entertainment,
1814,Lost Toys,
1815,Jetdogs Studios,
1816,Pseudo Interactive,
1817,"Dark Water Studios, Ltd.",
1818,Eggcode,
1819,MuHa Games,
1820,Chronic Logic,
1821,Little Cat Feet,
1822,Blue Studio,
1823,Bitmap Brothers,
1824,Replay Studios,
1825,Aleksey Abramenko,
1826,Silicon Dreams,
1827,Team Dakota,
1828,Limbic Software,
1829,Mattel Interactive,
1830,PlayV,
1831,Incredible Technologies,
1832,Hellscape Games,
1833,SimBin,
1834,Thomas Happ Games,
1835,Bob the Game Development Bot,
1836,Dreamworlds,
1837,Adeline Software,
1838,AlienTrap Games,
1839,Swingin' Ape Studios,
1840,Konami Computer Entertainment Nagoya,
1841,PROPE,
1842,EM Studios,
1843,YarGri,
1844,Abbey Games,
1845,Kitfox Games,
1846,Quantum Phoenix Studio,
1847,exagongames,
1848,Type-Moon,
1849,Galaxy Trail,
1850,WOLCEN Studio,
1851,Panther Software,
1852,Virtual Basement LLC,
1853,Q Entertainment / Phantagram / FeelPlus,
1854,Iron Galaxy Studios,
1855,Zen Studios,
1856,Playlogic Game Factory,
1857,Kylotonn Entertainment,
1858,MAGES. Inc.,
1859,SNK Games,
1860,Daoka,
1861,Maciej Targoni,
1862,Wonderbox Games,
1863,Kemco,
1864,Fishing Cactus,
1865,Vladis Fire,
1866,Tribe Tea,
1867,Kylotonn,
1868,thatgamecompany,
1869,Renegade Kid,
1870,Stalker Entertainment,
1871,Artefacts Studio,
1872,Sinister Systems,
1873,VaragtP,
1874,Gaddy Games,
1875,"Buddiez, Inc.",
1876,Nextech,
1877,AO2Game,
1878,Saru Brunei / Intelligent Systems,
1879,Cyanide Studio,
1880,Avalon Hill,
1881,Game Life,
1882,Tommo,
1883,SilentFuture,
1884,Lucas Learning,
1885,Konami / Eighting,
1886,System 3,
1887,Matthew Brown,
1888,Dreampainters,
1889,Andy Wallace,
1890,1C-SoftClub,
1891,Eden Games,
1892,Bit Blot,
1893,Asymmetric Publications,
1894,Independent Arts Software GmbH,
1895,The Story Mechanics,
1896,Alexey Davydov,
1897,Athena Works,
1898,Hothead Games,
1899,The Quantum Astrophysicists Guild,
1900,Barrel Roll Games,
1901,Darkworks,
1902,Majesco,
1903,NGD Studios,
1904,Deadline Games,
1905,10tacle Studios AG,
1906,Givro Corporation,
1907,TDK Core,
1908,"Konami Digital Entertainment, Inc.",
1909,Lexis Numerique,
1910,I Need Play,
1911,Glyphic Entertainment,
1912,Extended Play Productions,
1913,Carbine Studios,
1914,TechFront,
1915,Nerjyzed Entertainment,
1916,Japan Art Media,
1917,Digital Happiness,
1918,Brimo Studio,
1919,Tenky,
1920,Awesome Games Studio,
1921,N-Fusion Interactive,
1922,Tiertex Design Studios,
1923,Eugene Makashov,
1924,Vivid Image,
1925,Nordic Games,
1926,Taniko,
1927,ClockStone,
1928,Success,
1929,Origin Systems,
1930,New Level Software,
1931,Dmytry Lavrov,
1932,BAM! Entertainment,
1933,Happy Happening,
1934,Daylight Studios,
1935,Q-Games,
1936,epics,
1937,Coffee Stain Studios,
1938,Stoic Studio,
1939,Zenith Blue,
1940,azimut team,
1941,CreSpirit,
1942,StarSystemStudios,
1943,Ivolgamus UAB,
1944,Game Developer X,
1945,NEW Corporation,
1946,ZoÃ« Mode,
1947,FreezeNova,
1948,Vogd3,
1949,VitaliZelenyuk,
1950,Adriaan de Jongh,
1951,5pb. Inc.,
1952,Game Arts / Seta Corporation,
1953,Tactical Development,
1954,fupac,
1955,Con Man Games,
1956,Vladimir Maslov,
1957,Digerati Distribution,
1958,Game Factory,
1959,Sunight Games,
1960,Screeching Wizard,
1961,stillalive studios,
1962,Team Ramrod,
1963,Old B1ood,
1964,Blue Isle Studios,
1965,Cleverweek,
1966,Talking Stick Games,
1967,Anco,
1968,SVG Distribution,
1969,Iridium Studios,
1970,Enterbrain,
1971,Electronic Arts UK,
1972,Epoch,
1973,3 Sprockets,
1974,Empty Clip Studios,
1975,Game in a Bottle,
1976,Hypnos,
1977,Beatnik Games,
1978,Interchannel,
1979,Starsphere Interactive,
1980,Tribute Games,
1981,Unique Development Studios,
1982,HB Studios Multimedia Limited,
1983,10th Art Studio,
1984,Outcorp,
1985,Kyle Pulver,
1986,Anisoptera Games,
1987,Her Interactive,
1988,Mana Potion Studios,
1989,Netherock Ltd.,
1990,ProjectorGames,
1991,Illusions Game Company,
1992,Airship Syndicate,
1993,Compulsion Games,
1994,Oleg Sergeev,
1995,Felistella,
1996,Ubisoft Bulgaria,
1997,Jack of All Games,
1998,B.B. Studio,
1999,Locus,
2000,Liquid Entertainment,
2001,Humansoft,
2002,ArtwareGames Inc.,
2003,KITATUS STUDIOS,
2004,Sick Puppies,
2005,Fishlabs Entertainment,
2006,Tate Multimedia,
2007,Bigben Interactive,
2008,Media Factory,
2009,ZeroDiv,
2010,JoWood Productions,
2011,Kalisto,
2012,Monochrome Corporation,
2013,Lucky Chicken Games,
2014,Astragon,
2015,Ilya Gubin,
2016,Schell Games,
2017,Stormregion,
2018,vidiludi games and entertainment,
2019,Param,
2020,Broccoli,
2021,Mix Max,
2022,Sandlot Games / Digital Embryo,
2023,RiDeLy,
2024,Seven45 Studios,
2025,MiCROViSion Inc. / Falcom Corporation,
2026,Petit Depotto,
2027,Million,
2028,Double Eleven,
2029,Dorasu,
2030,Little Big Lee,
2031,Ecole Software,
2032,A.S.K. Homework,
2033,GungHo,
2034,Dan Walters,
2035,34BigThings srl,
2036,NEKO Entertainment Yullaby,
2037,Studio 33,
2038,"Powerhead, LLC",
2039,"Ikusabune Co., Ltd.",
2040,Virtuos / Game Source,
2041,Cokem International,
2042,Imadio,
2043,Mommy's Best Games,
2044,Sony Music Entertainment Inc.,
2045,Aquaplus,
2046,Flight Plan,
2047,ASK,
2048,Arush Entertainment,
2049,K2 / Kurogane,
2050,Rain Games,
2051,Legacy Interactive,
2052,Dreams,
2053,N-Fusion Interactive Entertainment Corp.,
2054,,
2055,ZigZagIsland,
2056,Frozen Codebase,
2057,Firemint,
2058,JV Games,
2059,Delta Factory,
2060,Top Heavy Studios,
2061,DreamCatcher Interactive,
2062,Panic Button LLC,
2063,DSI Games,
2064,Marionette,
2065,TetraEdge Games,
2066,Konami Software Shanghai,
2067,Kung Fu Factory,
2068,Ignatus Zuk and Gonzalo Villagomez,
2069,Midas Interactive Entertainment,
2070,MLB Advanced Media,
2071,Koei Canada,
2072,Hitcents,
2073,Solutions 2 Go,
2074,Virtual Air Guitar Company,
2075,Venan Entertainment / Cashmere Productions,
2076,MLB.com,
2077,Shin'en,
2078,1C Company,
2079,Wadjet Eye Games,
2080,Quintet,
2081,Sandblast Games,
2082,Slam Games,
2083,"Big Blue Bubble, Inc.",
2084,Outrage Games,
2085,Curious Pictures,
2086,Platinum Egg,
2087,Crea-Tech,
2088,Realmforge Studios,
2089,Outright Games,
2090,The Odd Gentlemen,
2091,Candle Light Studios,
2092,Lancarse,
2093,Syscom Entertainment,
2094,Hot Lava Games,
2095,Naked Sky,
2096,GlyphX Games,
2097,Xseed Games,
2098,ACOT,
2099,Aqua Plus,
2100,Axis Entertainment,
2101,Arc Developments,
2102,Team 6 Games Studio,
2103,Nfusion,
2104,"The Neverhood, Inc.",
2105,Kokolo Corporation,
2106,Pentavision Entertainment,
2107,eV Interactive,
2108,Aksys Games,
2109,Slitherine Software,
2110,Curly Monsters,
2111,Game Lab / Play First,
2112,Enix,
2113,Chime,
2114,Electronic Arts Casual Studios,
2115,System 3 Software,
2116,Psikyo,
2117,Deep Fried Entertainment,
2118,FDI,
2119,Warashi,
2120,Beep Industries,
2121,I-Imagine,
2122,SFB Games,
2123,Double Tap,
2124,BIP Games,
2125,Experience Inc.,
2126,Sproing Interactive Media GMBH,
2127,Game Arts / Japan Art Media (JAM),
2128,Midway Studios Newcastle,
2129,Novotrade International,
2130,KMM Games,
2131,Black Box Games,
2132,Marvelous / Imageepoch,
2133,Cyanide,
2134,Toka,
2135,Brain in a Jar,
2136,WitchCraft,
2137,Zeroscale,
2138,Space Boat Studios,
2139,Agharta Studio,
2140,MindSpan,
2141,Alda Games,
2142,Moss,
2143,Pixelogic,
2144,Kite Games,
2145,Sean Han Tani,
2146,ThinkOfGames,
2147,"Telegames, Inc.",
2148,Rainbow Games,
2149,Frogmind,
2150,RFX Interactive,
2151,ART Co.,
2152,Fabio Ferrara,
2153,369 Interactive,
2154,Harvester Games,
2155,Terri Vellmann,
2156,Lighthouse Games Studio,
2157,Mistwalker Corporation / Racjin,
2158,Brogames,
2159,Visual Sciences Ltd.,
2160,Pipeworks Software Inc.,
2161,Funatics Software,
2162,CtrlMovie,
2163,Team Indev,
2164,Bedlam Games,
2165,Ecole,
2166,Hit Maker,
2167,ZackBellGames,
2168,ToeJam & Earl Productions,
2169,Razorback Developments,
2170,Little Green Men Games,
2171,Digitial Creations,
2172,Neverland,
2173,Artificial Studios,
2174,Empire Oxford,
2175,Milkstone Studios S.L.,
2176,The Neverhood,
2177,Iceflake Studios,
2178,Rob Howland,
2179,Batterystaple Games,
2180,Naarassusi Game,
2181,"HotGen, Ltd.",
2182,O Games,
2183,CyberConnect2 / Cavia Inc.,
2184,NMS Software,
2185,Shadow Planet Productions,
2186,Giorgi Abelashvili,
2187,Comcept,
2188,Northway Games,
2189,Rubycone Games,
2190,Igrodelsky,
2191,Aterdux Entertainment,
2192,Daito,
2193,Butterscotch Shenanigans,
2194,Eidos Interactive,
2195,DoubleBear Productions,
2196,BrezzaSoft,
2197,Uppercut Games,
2198,O3 Entertainment,
2199,Animation Arts,
2200,Love Conquers All Games,
2201,Guildford Studio,
2202,WorkJam,
2203,KHB-Soft,
2204,The Method,
2205,Big Head Games,
2206,Mineloader Software,
2207,Endless Loop Studios,
2208,PowPow,
2209,Halycon Media GmbH & Co. KG,
2210,Plukit,
2211,Walter Machado,
2212,Probe,
2213,Japan Supply System,
2214,Bionic Games,
2215,Beamdog,
2216,07th Expansion,
2217,O-Games,
2218,Opera House,
2219,Roll7,
2220,Enjoy Gaming ltd.,
2221,RainDance LX,
2222,Retro Affect,
2223,"BeeWorks Co., Ltd.",
2224,In2Games / Aqua Pacific,
2225,Inevitable Entertainment,
2226,OUAT Entertainment,
2227,Immersion Software & Graphics,
2228,Somi,
2229,ALICE IN DISSONANCE,
2230,Winged Cloud,
2231,Reef Entertainment,
2232,Indimo Labs LLC,
2233,Coyote Console,
2234,Deck13 Hamburg,
2235,Locked Door Puzzle,
2236,ORiGO Games,
2237,Crackshell,
2238,exozet games,
2239,ZOV GAME STUDIO,
2240,Iron Galaxy,
2241,Rumic Soft,
2242,Sony Computer Entertainment Japan,
2243,Zed Two Limited,
2244,ZeroBit Games,
2245,"What Pumpkin Games, Inc.",
2246,BiArt,
2247,Lamina Studios,
2248,Creative Reality,
2249,5pb. Games,
2250,LVGameDev LLC,
2251,Focus Home Interactive,
2252,Mastertronic,
2253,Koolhaus Games,
2254,Gameinvest,
2255,Triple-Star Studio,
2256,Synnergy Circle Games,
2257,Game Studio,
2258,Peace,
2259,Spiral House,
2260,Black Lime Studio,
2261,Visual Science,
2262,The Mustard Corporation,
2263,Kazakov Oleg,
2264,Beautiful Glitch,
2265,Rusty Lake,
2266,Axyos Games,
2267,"Seamless Entertainment, Inc.",
2268,Psygnosis Camden Studio,
2269,David OReilly,
2270,Microids,
2271,Natsume Atari,
2272,Everlasting Fantasy,
2273,ASCII Media Works,
2274,KING Art Games,
2275,Gaijinworks,
2276,Smudged Cat Games,
2277,Serious Brew,
2278,Independent Arts Software,
2279,Sorath,
2280,Black Eye Games,
2281,2SD,
2282,Quaint Emerald,
2283,Cobra Mobile,
2284,Infusion Games Ltd,
2285,Blackbird Interactive,
2286,Cygames,
2287,Digital Mayhem,
2288,Grizlikyt,
