,name,description
2289,Miwashiba,
2290,Lavaboots Studios,
2291,Sports Director Limited,
2292,Blender Games,
2293,Kyy Games,
2294,Neognosis,
2295,Aisystem Tokyo,
2296,Hopelite Research,
2297,MinMax Games Ltd.,
2298,"Indi Software Co., Ltd.",
2299,Emotion,
2300,Cadenza Interactive,
2301,Clockwork Games,
2302,Panic Button Games Inc.,
2303,LAN - GAMES EOOD,
2304,Madmind Studio,
2305,4HEAD Studios,
2306,Big Bang,
2307,Player 1,
2308,NA.P.S. Team SNC,
2309,Del,
2310,Benesse,
2311,Jaleco,
2312,Mistic Studios,
2313,Vision Scape,
2314,Oxygen Interactive,
2315,Voxler,
2316,Muse Soft,
2317,Loose Cannon Studios,
2318,Mistwalker Corporation / tri-Crescendo / Bird Studio,
2319,2K Play,
2320,Hammerhead,
2321,Scientifically Proven,
2322,Freedom Factory Studios,
2323,IR Gurus,
2324,Quadriga Games,
2325,Image Epoch,
2326,8MonkeyLabs,
2327,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",
2328,Triangle Studios,
2329,Conspiracy Entertainment,
2330,Little Orbit,
2331,Odenis Studio,
2332,Flip Flop Production,
2333,MagicWand,
2334,Beast Studios S.r.l.,
2335,EM Studios Limited,
2336,Atomic Motion,
2337,Kalypso Media,
2338,Microvision,
2339,Slippery Snake Studios,
2340,Artificial Mind & Movement,
2341,Black Ship Games,
2342,Dreamcatcher,
2343,Volition,
2344,"GULTI co.,ltd.",
2345,Pegasus Japan,
2346,ImageBuilder Software,
2347,"responDESIGN, Inc.",
2348,Isopod Labs,
2349,Hired Gun,
2350,Silent Software Inc.,
2351,Perpetual FX Creative,
2352,"Kogado Studio, Inc.",
2353,Infinite Machine,
2354,Gulti,
2355,Aqua Pacific,
2356,Big Blue Bubble,
2357,ProSoft,
2358,Navarre Corp,
2359,Hearty Robin,
2360,E-game,
2361,Keys Factory,
2362,Aki Corp,
2363,Culture Publishers,
2364,FuRyu,
2365,Morgen Studios,
2366,Neon,
2367,Code Monkeys,
2368,Blue Omega Entertainment,
2369,Hack Berry,
2370,Dovetail Games,
2371,Sandlot Games,
2372,GameMill Publishing,
2373,Sega-AM7,
2374,Asmik Ace Entertainment,
2375,YSK,
2376,Metro3D,
2377,Zushi Games Ltd,
2378,Digital Kids,
2379,Media Kite,
2380,Housemarque,
2381,Foreign Media Games,
2382,ZigZag Island,
2383,Yoostar Entertainment Group,
2384,XPEC Entertainment,
2385,Digital Dreams,
2386,G1M2,
2387,Krisalis Software,
2388,TimeGate Studios/Day 1 Studios,
2389,iRock Interactive,
2390,Sega-AM1,
2391,"Xatrix Entertainment, Inc.",
2392,Nippon Amuse,
2393,ECI,
2394,"Origin Systems, Inc.",
2395,Indi Software,
2396,SilverBirch Studios,
2397,"Will Co., Ltd. Noisycroak",
2398,Tectonic Studios,
2399,Shin'en Multimedia,
2400,Pax Softonica,
2401,FireForge Games,
2402,Quickdraw Developments Ltd.,
2403,Bullfrog Production,
2404,Wide Games,
2405,Farsight Technologies,
2406,Amedio,
2407,Digital Leisure,
2408,Wizarbox Studios,
2409,Norbert Palacz,
2410,Probe Entertainment,
2411,SAS Sakata,
2412,Enix Corporation,
2413,Noise Factory,
2414,Mobile 21,
2415,Ukiyotei,
2416,Takara Tomy ARTS,
2417,Foundation 9 Entertainment,
2418,Icon Games,
2419,"Realtime Associates, Inc.",
2420,Kando Games,
2421,DTP Entertainment,
2422,Ubisoft Pune,
2423,Toybox Games,
2424,Neon Studios,
2425,Kheops Studio,
2426,ESP Software,
2427,Telenet,
2428,B.Alive,
2429,Untold Games,
2430,Engine Software BV,
2431,"Big Grub / Shiny Entertainment, Inc.",
2432,United Game Artists,
2433,BELUGA Computer Inc.,
2434,"Concrete Software, Inc.",
2435,NEC Interchannel,
2436,Smack Down Productions,
2437,Arts Software,
2438,Digital Illusions CE,
2439,Oxygen Games,
2440,Mekensleep,
2441,Anchor Bay Entertainment,
2442,Neurostone,
2443,Micronet,
2444,ISCO,
2445,Hidden City Games,
2446,Groove Box,
2447,Sega Falcom,
2448,Onion Egg,
2449,Wicked Studios,
2450,Torus Games Pty. Ltd.,
2451,Metropolis Software,
2452,Blam!,
2453,The EDGE Interactive,
2454,Pinegrow,
2455,Soliton,
2456,Roxor Games,
2457,Garakuda Studio,
2458,Unique Development Studios Sweden,
2459,Excalibur Publishing Limited,
2460,Tri Synergy,
2461,A1 Games,
2462,Pixel Arts,
2463,Tokyo RPG Factory,
2464,Victor Interactive,
2465,DTP Young Entertainment,
2466,SpiderMonk,
2467,Cyclone Studios,
2468,Game Design Sweden AB,
2469,GRC,
2470,Sonic Powered,
2471,Runic Games,
2472,Awesome Productions,
2473,Direct Action Games,
2474,Awesome Play Ltd.,
2475,5000ft,
2476,XS Games,
2477,CUBETYPE,
2478,Sierra Entertainment,
2479,Vogster Entertainment,
2480,Polykid,
2481,Happinet,
2482,1st Playable,
2483,Smack Down Productions SARL,
2484,MuuMuu,
2485,SKONEC Entertainment,
2486,Maximum Games,
2487,Planet Entertainment,
2488,ZeptoLab,
2489,Park Place Productions,
2490,Infinite Ventures,
2491,Vertex,
2492,Team Destiny,
2493,Independent Arts,
2494,Atelier-Sai,
2495,Aspyr Media,
2496,Idol FX,
2497,David Szymanski,
2498,FuRyu Corporation,
2499,Granzella,
2500,Box Clever Interactive,
2501,Goshow,
2502,Leviathan Games,
2503,Attractive Games,
2504,Sparkworkz,
2505,"MotiveTime, Ltd.",
2506,Doublesix,
2507,Key Game,
2508,Creative Office,
2509,Global Star Software,
2510,iWin,
2511,Beam Software,
2512,Millennium Interactive,
2513,"YGGDRAZIL GROUP CO.,LTD",
2514,Witch Craft,
2515,Synetic,
2516,Ertain,
2517,Edia Corporation,
2518,Epicenter Interactive,
2519,HuneX,
2520,Athena,
2521,ARIA,
2522,Overplay,
2523,Interplay,
2524,DreamXCreate,
2525,Amanodai,
2526,Mentor Interactive,
2527,MediaWorks,
2528,Silver Wish Games,
2529,Teeny Weeny Games,
2530,Gammick Entertainment,
2531,Fortyfive,
2532,"Crackpot Entertainment / Creat Studios, Inc.",
2533,Mothership Entertainment,
2534,Key,
2535,I'Max,
2536,Ludosity AB,
2537,"IronNos Co., Ltd.",
2538,Monte Cristo Multimedia,
2539,Laminar Research,
2540,Guillemot Inc,
2541,Probe Entertainment Ltd.,
2542,Sproing,
2543,Sarbakan,
2544,Brainbox Games,
2545,Nikitova Games,
2546,Mystic Software,
2547,EA Japan Studio,
2548,Infogrames Sheffield / Team17 Software,
2549,Invictus Games Ltd,
2550,Team6 Game Studio,
2551,Fusionsphere Systems / Animation Arts,
2552,Desert Productions,
2553,Firehazard Studio,
2554,WhiteBear Studios,
2555,Sandbox,
2556,Starfish SD,
2557,Shoeisha,
2558,Shogakukan Production,
2559,"Quicksilver Software, Inc.",
2560,Mikoishi,
2561,Headfirst Productions,
2562,Team Land Ho!,
2563,Conspiracy Entertainment Corporation,
2564,Pendulo Studio,
2565,"Chunsoft Co., Ltd.",
2566,Circus,
2567,Distinctive Developments Ltd,
2568,Devil's Thumb Entertainment,
2569,UFO Interactive,
2570,BattleBorne,
2571,VCC Entertainment,
2572,Asgard,
2573,Ignition Banbury,
2574,Revolution Software Ltd.,
2575,Yumedia,
2576,"eGames, Inc.",
2577,Alpine Studios,
2578,RedTribe Studios,
2579,Awesome Developments,
2580,Naxat Soft,
2581,"Orbital Media, Inc.",
2582,Phenomedia,
2583,Anino Entertainment,
2584,Digitalmindsoft,
2585,P2 Games,
2586,Frozen North Productions,
2587,Neversoft Entertainment / Rebellion,
2588,Single Trac,
2589,Dimps Corporation / Dream Execution,
2590,Nude Maker,
2591,Digital Reality,
2592,Andamiro U.S.A. Corp.,
2593,h.a.n.d. Inc.,
2594,Zoonami Ltd.,
2595,Teyon,
2596,Cave Barn Studios,
2597,Radius9,
2598,KnowWonder,
2599,Creative Core,
2600,Ninja Studio,
2601,"Vision Scape Interactive, Inc.",
2602,Scholastic Inc.,
2603,Cowboy Rodeo,
2604,Valcon Games,
2605,Red Wagon,
2606,Capcom Production Studio 8,
2607,Codo Games,
2608,Raylight Studios,
2609,"The Collective, Inc.",
2610,"Creatures, Inc.",
2611,EA,
2612,Tivola,
2613,Tuning Electronic,
2614,Pack-In-Video,
2615,Fresh 3D,
2616,Studio Archcraft,
2617,AQUA STYLE,
2618,Cranberry Production,
2619,Just For Fun Studios,
2620,Scarab,
2621,Dragonstone Software,
2622,Coconuts Japan,
2623,Tate Interactive,
2624,WhiteMoon Dreams,
2625,Black Forest Games,
2626,Anchor Entertainment,
2627,1C: Maddox Games,
2628,Buka Entertainment,
2629,Playrix Entertainment,
2630,Blast Games,
2631,TechnoBrain,
2632,SmartDog,
2633,"Corecell Technology Co.,Ltd.",
2634,Press Play,
2635,"TechnoSoft Co., Ltd.",
2636,G Artist,
2637,Smart Dog,
2638,Fountainhead Entertainment / id Software,
2639,Iridon Interactive AB,
2640,Synthetic Dimensions,
2641,C-Lab,
2642,Fast Travel Games,
2643,EKO System,
2644,Golgoth Studio,
2645,System Prisma,
2646,One Man Band,
2647,Carpace,
2648,Big John Games,
2649,Bigmoon Entertainment,
2650,PuzzleKings,
2651,Yeti,
2652,Liquid Dragon Studios,
2653,Planning Office Wada,
2654,Lizardcube,
2655,Hookstone Productions,
2656,Blazing Lizard,
2657,Otomate,
2658,Frame Studios Interactive,
2659,Rejet,
2660,B-Alive,
2661,Wicked Witch Software,
2662,Velez & Dubail,
2663,Ancient,
2664,Braingame,
2665,VSTEP,
2666,Max Five,
2667,"Sand Grain Studios, Magic Wand Productions, FUN Labs",
2668,Flying Tiger Entertainment,
2669,Licensed 4U,
2670,"Dreams, Inc.",
2671,Nighthawk Interactive,
2672,Bright Future GmbH,
2673,Hyper-Devbox,
2674,Design Factory,
2675,Program-Ace,
2676,Comfort,
2677,Beyond Reality,
2678,"extreme Co.,Ltd.",
2679,Little Worlds Studio,
2680,Pony Canyon,
2681,Vision Media Engineering,
2682,Sprite,
2683,Killaware,
2684,Pure Entertainment,
2685,Lion Game Lion,
2686,Media Works,
2687,Burst Studios,
2688,Playmore Corporation,
2689,PQube,
2690,InterActive Vision Games,
2691,Zuxxez,
2692,TopWare Interactive,
2693,Koch Media,
2694,Ice Flames,
2695,G.Rev,
2696,Judo Baby,
2697,Pendulo Studios,
2698,Tranji,
2699,Holospark,
2700,TGL,
2701,Destan Entertainment,
2702,Flying Tiger Development,
2703,KCE Tokyo Inc,
2704,HONEY PARADE GAMES,
2705,Anima Games Studio,
2706,SnapDragon Games,
2707,Miracle Positive,
2708,Paprikari,
2709,Prototype,
2710,1C:Ino-Co,
2711,Nitroplus,
2712,Dramatic Create,
2713,Sabarasa Entertainment,
2714,Prospect Games,
2715,Masque Publishing,
2716,Melesta,
2717,Societa,
2718,Three Gates,
2719,PopTop Software,
2720,Europress,
2721,Kaneko Co. Ltd,
2722,Ascaron,
2723,Tangentlemen,
2724,Alawar Entertainment,
2725,GameLab,
2726,Virtuacraft,
2727,Visual Arts,
2728,M4 Entertainment,
2729,Prideful Sloth,
2730,Creative Mesh,
2731,Hoget,
2732,Iridon Interactive,
2733,K2,
2734,Bullfrog,
2735,GSP,
2736,Breakpoint Studio,
2737,iMAGi Studios,
2738,Ilinx,
2739,Mechanic Arms,
2740,Historia,
2741,Denki,
2742,Bongfish GmbH,
2743,Nitro Games,
2744,Blue 52,
2745,Avalon Style,
2746,Any Channel,
2747,Shen Studios,
2748,KCE Sapporo,
2749,Toadman Interactive,
2750,Zenrin,
2751,Triple Eh?,
2752,Ivanovich Games,
2753,Nightlight Studios,
2754,EnjoyUp Games,
2755,Cocktail Soft,
2756,Game Atelier,
2757,NoWay Studio,
2758,Santaclaus,
2759,August,
2760,Genterprise,
2761,Firesprite,
2762,CiRCLE Studio,
2763,InLight Entertainment,
2764,Reloaded Productions,
2765,Tilted Mill Entertainment,
2766,Easy Interactive,
2767,Pukka Games,
2768,AOne Games,
2769,GAIA,
2770,Global A Entertaiment,
2771,Massive Entertainment / Swordfish Studios,
2772,Fields,
2773,Ironclad Games,
2774,Oxygen Studios,
2775,Flashpoint Games,
2776,"Asmik Ace Entertainment, Inc",
2777,Enlight Software,
2778,Ravenscourt,
2779,2D Boy,
2780,Princess Soft,
2781,System 3 Arcade Software,
2782,JoWood Productions & Piranha Bytes,
2783,Net Corporation,
2784,Bullets,
2785,Spike / DreamFactory Ltd.,
2786,Hokus Pokus,
2787,Simon & Schuster Interactive,
2788,Ruby Party,
2789,Tragnarion Studios,
2790,Kure,
2791,Vectordean,
2792,Scitron & Art,
2793,Maximum Family Games,
2794,Impressions Games,
2795,HMH Hamburger Medien Haus,
2796,Will,
2797,Ice-pick Lodge,
2798,Lobotomy Software,
2799,LSP,
2800,Super Empire,
2801,Paul Cuisset,
2802,"Viva Media, LLC",
2803,UIG Entertainment,
2804,THQ Nordic,
2805,Sonnori,
2806,3 O'Clock,
2807,Etranges Libellules / Neko Entertainment,
2808,Nurijoy,
2809,Ino-Co / 1C Company,
2810,"Million Co., Ltd.",
2811,Tiwak SAS,
2812,FAKT Software GmBH,
2813,"Seed Studios, Lda",
2814,KSS,
2815,Spellbound,
2816,Light and Shadow Productions,
2817,MagicPot,
2818,KID,
2819,3DClouds.it,
2820,Sixteen Tons Entertainment,
2821,Sega CS3,
2822,QuinRose,
2823,Best Way,
2824,Confounding Factor,
2825,Alternative Software,
2826,Vridge,
2827,React Games,
2828,The Balance Inc,
2829,Poponchi,
2830,Wales Interactive Ltd.,
2831,Garakuta-Studio,
2832,Big Time Software,
2833,EA Bright Light Productions,
2834,GameHouse,
2835,Ellipse Studios,
2836,EC Interactive,
2837,EKO,
2838,Sweets,
2839,Access,
2840,zSlide,
2841,Eagle Dynamics,
2842,Altron Corporation,
2843,Prograph,
2844,Crim,
2845,Nexon,
2846,Daiichi,
2847,Turn 10,
2848,Black Sea Studios,
2849,Boss Alien Ltd.,
2850,Bergsala Lightweight,
2851,Marvelous Games,
2852,The Digital Lounge,
2853,Elektro Games,
2854,Tryfirst,
2855,D3,
2856,Meteorise,
2857,Twelve Games,
2858,ClockStoneSoftware,
2859,Feng,
2860,Home Entertainment Suppliers,
2861,Black Hole Entertainment,
2862,"Lightweight Co.,Ltd.",
2863,Focus Multimedia,
2864,Mad Monkey Studio,
2865,LKA,
2866,Russel,
2867,Paradigm Entertainment Inc.,
2868,Tetragon,
2869,3Division,
2870,Arrowhead Game Studios,
2871,DK Games,
2872,Artex Software,
2873,EC Interactive Games,
2874,Mobilero,
2875,Createch,
2876,Rocket Studios,
2877,Cyber Planet Interactive,
2878,Phantom 8 Studio,
2879,Time Warner Interactive,
2880,Ubisoft Nagoya,
2881,SevenOne Intermedia,
2882,Rokumendo,
2883,City Connection,
2884,Headlock,
2885,Gameness Art Software,
2886,Bitmap Bureau,
2887,SEK Ost,
2888,Mindware Studios,
2889,3D Realms,
2890,RIZ Inc.,
2891,Capcom Entertainment,
2892,Dreams Interactive,
2893,Camouflaj,
2894,Graphic Research,
2895,Minds-Eye,
2896,d3t Ltd,
2897,7G//AMES,
2898,White Wolf Productions,
2899,Interchannel-Holon,
2900,ESP,
2901,Supergonk,
2902,Moonstone,
2903,Kalypso,
2904,The Adventure Company,
2905,Regista,
2906,Rodeo Games,
2907,USM,
2908,UNiSONSHIFT,
2909,Autumn Moon,
2910,Mythic,
2911,Minato Station,
2912,Mercury Steam Entertainment,
2913,Cryptic Studios,
2914,0verflow,
2915,Yuki Enterprise,
2916,Ricotta,
2917,Punchline / Shirogumi,
2918,Zig Zag,
2919,Lead Pursuit,
2920,Strawdog Studios Ltd.,
2921,Abstraction Games,
2922,Yamasa Entertainment,
2923,Plenty,
2924,Kat Games,
2925,Impressionware SRL,
2926,InterServ International,
2927,ShanBlue,
2928,United Coders,
2929,Taleworlds,
2930,Zoink Games,
2931,Artefacts Studios,
2932,fonfun Corporation,
2933,Lupinus,
2934,Future Games,
2935,Sonnet,
2936,"in-glove Co., ltd",
2937,NetRevo,
2938,ReadySoft,
2939,EA Los Angeles\ Westwood Studios,
2940,Small Rockets,
2941,Mana Comp. Soft.,
2942,Visual Impact Productions,
2943,RockNanoGlobal,
2944,Master Creating,
2945,Wild Games,
2946,Touchdown Entertainment,
2947,Unigine Corp,
2948,V Jump / Square Enix,
2949,Playstos Entertainment,
2950,Konami Computer Entertainment America,
2951,PAWS,
2952,League of Geeks,
2953,eGames/Techfront,
2954,Agate Studio,
2955,Enlight Software Ltd.,
2956,White Birds Productions,
2957,Big Deez Productions,
2958,Alice Soft,
2959,Zoo Digital Publishing,
2960,Turbine Inc.,
2961,MAGES,
2962,Just Sims,
2963,Enigma Software Productions,
2964,Digifloyd,
2965,Flagship Studios,
2966,Nissimo,
2967,Blue Monkey Studios,
2968,Choice Provisions,
2969,Sega Europe,
2970,Studio Fizbin,
2971,CyberFront,
2972,Shar Rock,
2973,Karin Entertainment,
2974,Infogrammes Studios,
2975,Funbox Media,
2976,Hamster Corporation,
2977,SevenOne Intermedia GmbH,
2978,PENCIL,
2979,Maxis Software,
2980,Gray Matter,
2981,Pterodon,
2982,Altar Interactive,
2983,Technos,
2984,Crafts & Meisters,
2985,Oberon Media,
2986,GameCo Studios,
2987,Headup Games / Crenetic,
2988,BushiRoad,
2989,Strangelite,
2990,Game Life / Dream On Studio,
2991,Deep Red,
2992,La'cryma,
2993,Gakken,
2994,Planet Interactive,
2995,Vridge Inc.,
2996,"Sanuk Software Co., Ltd.",
2997,Lab Zero Games,
2998,Mirai Shounen,
2999,Farm 51,
3000,Wanadoo,
3001,SkyRiver Studios,
3002,Denton Designs,
3003,Sankyo,
3004,Datam Polystar,
3005,FOG (Full On Games),
3006,"BeeWorks Co., Ltd",
3007,DMM Games,
3008,13AM Games,
3009,Babylon Software,
3010,TickTock Games,
3011,Twilight Frontier,
3012,Treasure,
3013,Grounding Inc.,
3014,Giga,
3015,Perfect Entertainment,
3016,Squashy Software,
3017,Square Enix / Bones,
3018,TML Studios,
3019,Metia Interactive,
3020,Island Officials,
3021,Flying Lab Software,
3022,Saurus,
3023,Ride On,
3024,Revolution (Japan),
3025,oeFun,
3026,Spellbound Entertainment,
3027,Giza10,
3028,Boomzap,
3029,ChaYoWo Games,
3030,AKABEi SOFT2,
3031,NovaLogic,
3032,Alvion Inc.,
3033,Warashi Inc.,
3034,Caged Element,
3035,System Soft Alpha,
3036,ROIGAMES Inc.,
3037,Autumn Moon Entertainment,
3038,Eclipse Software,
3039,Sushi Typhoon Games,
3040,Intense,
3041,Villa Gorilla,
3042,Playsport Games,
3043,Elixir Studios,
3044,Logic Korea,
3045,PM Studios,
3046,Rayark Inc.,
3047,CYBIRD,
3048,MichaelSoft,
3049,777 Studios,
3050,Media Entertainment,
3051,A+ Games,
3052,Llamasoft,
3053,Backbone Emeryville,
3054,Battlefront,
3055,"Interworks Unlimited, Inc.",
3056,GN Software,
3057,Stage Clear Studios,
3058,Angry Mob Games,
3059,Silicon & Synapse,
3060,Broken Switch Studios,
3061,Tecmo / Graphic Research,
3062,EuroVideo Medien,
3063,HumaNature Studios,
3064,Piacci,
3065,Zoo Games silver,
3066,"Rideon Japan, Inc.",
3067,Blue Tea Games,
3068,DJMAX Sound Lab Team,
3069,1C Maddox Games,
3070,Buzz Monkey / Crystal Dynamics,
3071,Next Wave Team,
3072,Harukaze,
3073,TimeGate,
3074,EA Phenomic,
3075,System Soft,
3076,Headgate Studios,
3077,minori,
3078,Beautiful Game Studios,
3079,Grip Games,
3080,Digital Sun,
3081,Kogado Software Products,
3082,Boston Animation,
3083,Teku Studios,
3084,thumbfood Ltd.,
3085,El Dia,
3086,Ongakukan,
3087,Societe Pollene,
3088,Edios Interactive,
3089,Tachyon Inc.,
3090,Inferno Games,
3091,Commseed,
3092,Sirius Games,
3093,iMel,
3094,Katauri Interactive,
3095,Takuyo,
3096,Abel Software,
3097,IGGYMOB,
3098,Kogado Studio,
3099,Matatabi,
3100,Entergram,
3101,Viva Media,
3102,Paragon 5,
3103,Rusell,
3104,Big Red Software,
3105,Fluid Studios,
3106,Colossal Pictures,
3107,Chuable Soft,
3108,Bitfield GmbH,
3109,Atomic Games,
3110,SCi,
3111,House of Tales,
3112,DDI,
3113,Colossai Studio,
3114,Cyber Planet,
3115,dtp entertainment AG,
3116,iiWin,
3117,Kids Station,
3118,Palm Development,
3119,Recom,
3120,Cliffhanger Productions,
3121,Gadget Soft,
3122,BreakAway Games,
3123,Chaos Concept,
3124,Qute Corporation,
3125,Focus,
3126,Sony Marketing,
3127,Sonalysts Combat Simulations,
3128,Six by Nine,
3129,Reverie World Studios Inc.,
3130,Lump of Sugar,
3131,Triangle Service,
3132,"Alawar Entertainment, Inc",
3133,Blast! Entertainment Ltd,
3134,NorthPole Studio,
3135,"CyberPlanet Interactive Public Co., Ltd.",
3136,Freeze Tag,
3137,EA Pacific,
3138,ITE Media,
3139,Trainwreck Studios,
3140,Navarre Corporation,
3141,AGEOD,
3142,Game Source,
3143,ASa Project,
3144,Elephant Games,
3145,Nordic Games Publishing,
3146,Colibri Games,
3147,Idol Minds Digital,
3148,Catnip Games,
3149,Lose,
3150,Best Media,
3151,CrazyBunch,
3152,RailSimulator.com,
3153,Gakken Kyouiku Shuppan,
3154,Eurocom Entertainment Sofftware,
3155,Wired Productions,
3156,Bluestone Interactive,
3157,Virtual Identity,
3158,Definitive Studios,
3159,Mosaic,
3160,Kerberos Productions,
3161,Neuron Age,
3162,Gesen 18,
3163,SirTech,
3164,OutLook Entertainment,
3165,Nucleosys,
3166,Nippon Cultural Broadcasting eXtend,
3167,HipSoft,
3168,Hiromi,
3169,"Awesome Developments, Ltd.",
3170,Darkling Room,
3171,Artifex Mundi sp. z o.o.,
3172,BiArt Studios,
3173,Dimple Entertainment,
3174,Lucky Jump,
3175,ADELTA,
3176,Deep Red Games,
3177,Game-life / Mad Monkey Studio,
3178,Blue Byte Software / Related Designs,
3179,honeybee,
3180,Black Lime Games,
3181,Excalibur Studios,
3182,Creative Pattern,
3183,Mascot Entertainment,
3184,VITEI,
3185,Shockwave Productions,
3186,Ninai Games,
3187,FireFly Studios / Firaxis Games,
3188,TownFactory,
3189,girls dynamics,
3190,Tectoy Digital,
3191,"Infocom, Inc.",
3192,Dead Mage Studio,
3193,Kaze,
3194,Team 3 Games,
3195,SpiderMonk Ent.,
3196,Dual,
3197,SCEA San Diego Studio / Zindagi Games,
3198,Chara-ani,
3199,Black Market Games,
3200,Madlab Software,
3201,Playerone Sport,
3202,MegaHouse,
3203,Digital Works Entertainment,
3204,Vision Works,
3205,Headgate Studios ,
3206,Petit Reve,
3207,Unicorn-A,
3208,Barunson Creative,
3209,Dream Dale,
3210,"GFX Construction, Inc.",
3211,Unexpected Development,
3212,Slitherine Soft,
3213,N2V Games,
3214,World-Loom,
3215,D3Publisher,
3216,Rockpool Games,
3217,Ion Storm Inc.,
3218,EPOS Game Studios,
3219,Anuman Interactive,
3220,SpinTop Games,
3221,Takagism Inc.,
3222,Shadow Tor Studios,
3223,Vast Studios,
3224,Phoenix Interactive,
3225,Replay Games,
3226,Edge WORKS,
3227,Dimps Corporation / Amusement Vision,
3228,Zushi Games,
3229,althi Inc.,
3230,Aerosoft,
3231,C.I.I.,
3232,WRF Studios,
3233,SystemSoft Alpha,
3234,Andrew Russell,
3235,Zinkia Entertainment,
3236,Playlogic,
3237,A'sRing,
3238,Artifex Mundi,
3239,Rogue Entertainment,
3240,SilverStar Japan,
3241,BiP media,
3242,Snowberry Connection and Sich Studio,
3243,Darxabre,
3244,Artematica Entertainment,
3245,Youda Games,
3246,Tera Box,
3247,SeaWolf,
3248,Rize Dragon,
3249,Sigil Games Online/Sony Online Entertainment,
3250,Aardman Animations,
3251,MPS Labs,
3252,XXV Productions,
3253,PF.Magic,
3254,Psikyo / X-Nauts,
3255,Turbo Tape Games,
3256,"Tilted Mill Entertainment, Inc.",
3257,Virtual Playground,
3258,Strategy First / Cypron Studios,
3259,Creature Labs,
3260,"Affect Co., Ltd.",
3261,Black Element,
3262,Virgin Play,
3263,E-Frontier,
3264,Microforum,
3265,Digital Jesters,
3266,Action Forms Ltd.,
3267,Bit Managers,
3268,Maddox Games,
3269,Gamerholix,
3270,fonfun,
3271,1C Company / Avalon Style,
3272,"Mobcast, Inc.",
3273,Amplitude Studios,
3274,Revolution Studios / Gamerholix,
3275,Frog City Software,
3276,Mithis Entertainment,
3277,Slitherine Studios,
3278,G5 Software,
3279,Cavedog Entertainment,
3280,New World Computing,
3281,Black Hammer Game,
3282,Digital Dialect,
3283,Nival Interactive / N-Game Studios,
3284,Ides,
3285,Golem Labs,
3286,exoSyphen Studios,
3287,FASA Studios,
3288,Micro Forte,
3289,Avantec,
3290,G2 Games,
3291,Image Space Inc.,
3292,BCI Software,
3293,Route24,
3294,Troika Games,
3295,Infogrames Sheffield House,
3296,Barking Dog,
3297,Auran Games,
3298,CineGroupe / ImaginEngine,
3299,World Forge,
3300,Ultimation Inc.,
3301,"Sir-tech Software, Inc.",
3302,Innerloop Studios,
3303,Mindstorm Studios,
3304,Sky Fallen / 1C,
3305,ChessBase,
3306,Irrational Games / Looking Glass Studios,
3307,Avalanche Productions,
3308,Most Wanted Entertainment / HD Interactive,
3309,Outrage Entertainment,
3310,Bungie West,
3311,Captain Sim,
3312,PyroTechnix,
3313,Sirius Software,
3314,Artematica,
3315,Fireglow Games,
3316,"Holistic Design, Inc.",
3317,SkyFallen Entertainment,
3318,InterWave Studios,
3319,Haggard Games,
3320,MadMinute Games,
3321,Noise,
3322,Iron Lore,
3323,Ino-Co,
3324,Sonalysts,
3325,Jarhead Games,
3326,N3VRF41L Publishing,
3327,Fusion Digital,
3328,SO! Games Ltd,
3329,Datel,
3330,SouthPeak Games,
3331,Appeal,
3332,Beast,
3333,Nival Interactive / La Plata Studios,
3334,Ultimation Inc,
3335,JAPAN Studio / Artoon,
3336,Intellivision Productions Inc.,
3337,Sogoplay,
3338,X-Bow Software,
3339,Wildfire Studios,
3340,ERS G-Studio,
3341,Brawsome,
3342,puzzle.tv,
3343,ASK Corporation,
3344,Cyberflix,
3345,NCsoft,
3346,Burut Software,
3347,The Fullbright Company,
3348,Opera,
3349,93 Games Studio,
3350,Phenomic Game Development,
3351,Open Book,
3352,Gathering of Developers,
3353,Interchannel Inc.,
3354,FuturLab,
3355,Virtucraft / Sennari Interactive,
3356,Pasta Games!,
3357,"AWE Productions, Inc.",
3358,Future Creates,
3359,In-house,
3360,2Wg,
3361,T7 Games,
3362,"Firaxis, Maxis",
3363,Atlantis Interactive Entertainment,
3364,Maid meets Cat,
3365,Media Sales & Licensing,
3366,Village1 Entertainment,
3367,Quazar Studio,
3368,GFI Russia,
3369,Total Eclipse,
3370,PomPom Games,
3371,Click Entertainment,
3372,iEntertainment Network,
3373,Streko-Graphics Inc.,
3374,Crush Digital,
3375,Kamehan Studios,
3376,Devolver Digital,
3377,Bulkypix,
3378,Perfect World Entertainment,
3379,Beatshapers,
3380,Aroma,
3381,.theprodukkt,
3382,CyberConnect2 / ArtDink,
3383,Affect,
3384,2n Productions,
3385,FlyWheel Games,
3386,Morning Star Multimedia,
3387,Nevosoft,
3388,Blue Moon Studio,
3389,FPS,
3390,Internet Gaming Gate,
3391,Mediatonic,
3392,SelectSoft,
3393,"Alawar Entertainment, Inc.",
3394,Sound Technology,
3395,Amber Studio,
3396,LocoPuyo,
3397,Snowcap Games,
3398,Tasuke,
3399,Sunstorm Interactive,
3400,SimTex,
3401,Rondomedia,
3402,TriNode,
3403,"MicroProse Software, Inc.",
3404,Zordix AB,
3405,Visit,
3406,Software Creations / Artificial Mind and Movement,
3407,Vicarious Visions / Altron,
3408,Vicarious Visions / Helixe,
3409,Razorback Developments / Mobius Entertainment,
