,name,description
1296,Beam Software,
1297,Playaround,
1298,Surreal Software,
1299,Ving,
1300,Fiendish Games,
1301,Unbalance,
1302,VooFoo Studios,
1303,Humongous,
1304,TeamLava,
1305,I'Max,
1306,Yoshimoto Kogyo,
1307,Bullet Proof Software,
1308,Libii Tech Limited,
1309,flaregames,
1310,Arachnid Games,
1311,PF.Magic,
1312,Balcony Team,
1313,Engine Software,
1314,PixelStorm,
1315,Palace Software,
1316,Hi Tech Expressions,
1317,Battlebard Games,
1318,Romstar,
1319,Mobigame SARL,
1320,Malibu Games,
1321,Anarchy Enterprises,
1322,Dai Nippon Printing,
1323,Increment-P,
1324,IPC Software,
1325,Studio Wonder Effect,
1326,Manning,
1327,PennyPop,
1328,DYNAMICNEXT,
1329,Good Night Brave Warrior,
1330,"Merge Interactive, Incorporated",
1331,Toshiba EMI,
1332,Meldac,
1333,Nippon Data Works,
1334,Left Field Productions,
1335,Illusion Soft,
1336,Game Hive Corp.,
1337,Lucasfilm Games,
1338,Mika Mobile,
1339,Digerati Distribution,
1340,Extreme Entertainment Group,
1341,Messiah,
1342,Micott & Basara Inc.,
1343,LG,
1344,Vector Unit,
1345,Kumobius,
1346,Mandigo,
1347,Camerica,
1348,Frogster Interactive,
1349,Super Fighter Team,
1350,Cloud Imperium Games Corporation,
1351,Capybara Games,
1352,Zombie Cow Studios,
1353,Kiddinx,
1354,Rainbird,
1355,Jason Rohrer,
1356,Muse Software,
1357,Qwiboo,
1358,Dark Sky Entertainment,
1359,Wisdom Tree,
1360,Kitty Media,
1361,Tale of Tales,
1362,Big John Games,
1363,Glu Mobile Inc.,
1364,Performance Designed Products,
1365,Diego Acevedo,
1366,Zotnip,
1367,Spicysoft Corp.,
1368,Sega Toys,
1369,Serene,
1370,Nuvision Entertainment,
1371,Novaleaf Game Studios,
1372,Evil Indie Games,
1373,Bplus,
1374,MACHINE Studios LLC,
1375,Kokuyo,
1376,Nerjyzed Entertainment,
1377,Bignet,
1378,American Video Entertainment,
1379,Shoeisha,
1380,BioWare,
1381,Apogee,
1382,GokuFero,
1383,Nnooo,
1384,TechnoSoft,
1385,FunSoft,
1386,bleem!,
1387,Tonkin House,
1388,Codemasters Online,
1389,Media Group,
1390,Island Creation,
1391,California Dreams,
1392,Sega Falcom,
1393,Crescent Moon Games,
1394,RCMADIAX,
1395,Vivid Interactive,
1396,Coresoft,
1397,Fatshark,
1398,Headless Wizard,
1399,G-mode,
1400,Studio Fawn,
1401,Hands On Mobile,
1402,Digital Goldfish,
1403,Vector 2 Games,
1404,Shibuya Interactive,
1405,Tsunami Media,
1406,NOA,
1407,Reindeer,
1408,Emu,
1409,Relentless Software,
1410,Erik Svedang,
1411,A Crowd of Monsters,
1412,Bit Corporation,
1413,"Telegames, Inc.",
1414,First Star Software,
1415,RealArcade,
1416,Fujicom,
1417,Poisoft,
1418,Completes,
1419,Binbou Soft,
1420,TechnoBrain,
1421,MGame,
1422,Interceptor Entertainment,
1423,Amuse,
1424,Gogii Games,
1425,Ian MacLarty,
1426,Commodore,
1427,Epyx,
1428,Giant Media Group,
1429,Enjoy Gaming,
1430,Aeria Games & Entertainment,
1431,Wax Lyrical Games,
1432,Big Five Software,
1433,ScooP,
1434,Kodansha,
1435,Shrapnel Games,
1436,ZQGame,
1437,gumi Inc.,
1438,IGG.com,
1439,Aqua Rouge,
1440,BMG Interactive Entertainment,
1441,Zeboyd Games,
1442,Monolith,
1443,Revolution,
1444,Head Games,
1445,Panesian,
1446,Wizards Time LLC,
1447,King.com,
1448,Blitz Game Studios,
1449,Shangri-La,
1450,SegaSoft,
1451,HipSoft,
1452,Sigma Game Limited,
1453,Spectravision,
1454,Software 2000,
1455,Silver Style,
1456,Logic,
1457,Williams,
1458,LEANDRO PIM,
1459,Discovery Channel Multimedia,
1460,Invex,
1461,Rocket Science Games,
1462,Impressions Games,
1463,Playtika LTD,
1464,Teyon,
1465,Kairosoft Co. Ltd,
1466,"CommaVid, Inc.",
1467,Clef Inventor,
1468,"Mentrix Software, Inc.",
1469,Freyr Games,
1470,Nigred,
1471,Star Cave Studios,
1472,City State Entertainment,
1473,Cocktail Soft,
1474,Teku Studios,
1475,American Softworks,
1476,Quaker Oats,
1477,En Masse Entertainment,
1478,Sims,
1479,ComputerEasy,
1480,Raya System,
1481,Tokuma Shoten,
1482,Avex,
1483,Tag Games,
1484,Cie Games,
1485,Miniclip.com,
1486,NHK,
1487,Media Kite,
1488,Cartoon Network,
1489,GameHouse,
1490,Snowbird Game Studios,
1491,Incredible Technologies,
1492,Argent,
1493,Play It,
1494,Sofel,
1495,Triffix,
1496,Bunch Games,
1497,Witt Interactive Software,
1498,Nexoft,
1499,G-Collections,
1500,Game Republic,
1501,Ravensburger Interactive Media,
1502,Pandora Box,
1503,TikGames,
1504,WaveDNA,
1505,CyberPlanet Interactive,
1506,AMA Studios,
1507,Quikding,
1508,Educational Network,
1509,Silverball,
1510,Songbird Productions,
1511,"Quark Games, Inc.",
1512,Gollop Games,
1513,dreamfab,
1514,Discord Games,
1515,Megamedia,
1516,Crazy Labs,
1517,tono / Ctrl+k,
1518,PlayFirst,
1519,NEC Avenue,
1520,Media.Vision,
1521,Mediaflex Games,
1522,Choice of Games,
1523,Koubunsha,
1524,Zamuse,
1525,Saurus,
1526,JV Games Inc.,
1527,Orbit Soft,
1528,Microvalue,
1529,nWay,
1530,osao,
1531,Gamehastra,
1532,Griptonite Studio,
1533,Digital Tales,
1534,Digital Tentacle,
1535,Soft Pro,
1536,Csharks Games & Solutions Pvt Ltd,
1537,Mechanist Games,
1538,HexWar Games,
1539,Logic Artists,
1540,Trilobyte,
1541,Q Entertainment/UserJoy Technology,
1542,Gizmondo Studios,
1543,Monolith Productions,
1544,DPFLASHES STUDIOS,
1545,FobTi Interactive,
1546,Onion News Network,
1547,"Game Insight, LLC",
1548,Binary Tweed,
1549,Alcot,
1550,Candy Games,
1551,Hypnos,
1552,"ENTERBRAIN,INC.",
1553,Phoenix Online Studios,
1554,Independent Arts Software GmbH,
1555,Eufonie,
1556,Nine'sFox,
1557,Namco Tales Studio / Wolfteam,
1558,Exkee,
1559,Pelfast,
1560,Leaf,
1561,US Games,
1562,Arcadia Corporation,
1563,ZoopTEK,
1564,TQ Digital Entertainment,
1565,"International Games System Co., Ltd",
1566,Humansoft,
1567,Compulsion Games,
1568,Indietopia Games,
1569,Riverhill Soft,
1570,SGN,
1571,ootii,
1572,UEP Systems,
1573,GOAT Store Publishing,
1574,Digital Pictures,
1575,"Gala-Net, Inc.",
1576,Access Software,
1577,Sierra Studios,
1578,DifferenceGames,
1579,Triangle,
1580,Intellivision Productions,
1581,Sage's Creation,
1582,Palcom,
1583,AWEM Studio,
1584,Kerem San,
1585,Rage Software,
1586,Kloonigames,
1587,Ma-Ba,
1588,Nihon Bussan,
1589,Game Atelier,
1590,Swing! Entertainment,
1591,hiive,
1592,Fusion Labs,
1593,JoWood,
1594,American Laser Games,
1595,Gameshastra,
1596,Vogster Entertainment,
1597,Amaze Entertainment / Griptonite Games,
1598,GREE,
1599,10tons Ltd,
1600,Media.Vision Entertainment,
1601,Peach Princess,
1602,Cyber Planet,
1603,E-Games,
1604,Point of View,
1605,NetVillage,
1606,Triangle Studios,
1607,Sinxsoft,
1608,FACE,
1609,Flying Shine,
1610,R2Games,
1611,Starplay,
1612,Digerati,
1613,exoSyphen Studios,
1614,"Kotobuki Solution Co., Ltd.",
1615,NaturalMotion,
1616,Doppler Interactive,
1617,Wonderful Tree Studio,
1618,"505 Games US, Inc.",
1619,Renegade Kid,
1620,ZeptoLab,
1621,CD Projekt Red Studio,
1622,MangaGamer,
1623,Hori,
1624,Soft Office,
1625,Hiro,
1626,Bothtec,
1627,Game Village,
1628,Jester Interactive,
1629,SoftDisk Publishing,
1630,Pacific Century Cyber Works,
1631,Mythic Entertainment,
1632,Vicarious Visions,
1633,Firebird Software,
1634,Cyberdreams,
1635,Burian Media Enterprises,
1636,EPS/Electronic Zoo,
1637,"Strategic Simulations, Inc",
1638,Anansi Studios,
1639,Aventurine SA,
1640,Psychic Software,
1641,Cinemaware,
1642,Introversion,
1643,Rainbow Arts,
1644,Zombie Studios,
1645,Microblast Games,
1646,Starbreeze Studios,
1647,PlayFlock,
1648,MADFINGER Games,
1649,Yutaka,
1650,thechineseroom,
1651,Razorsoft,
1652,"Apogee Software, Ltd.",
1653,GottaPlay Ltd,
1654,Monster and Monster,
1655,Sarah Northway,
1656,Multisoft,
1657,XGenStudios,
1658,Four Lights,
1659,Artem Karakozov,
1660,Isao,
1661,Sanctuary Woods,
1662,The Quinnspiracy,
1663,Amateur Pixels,
1664,Himeya,
1665,Panorama,
1666,SFB Games,
1667,Dreadlocks Ltd,
1668,Lump of Sugar,
1669,wooga,
1670,Grendel Games,
1671,Panda Entertainment,
1672,Powerhead Games,
1673,Tantrum Entertainment,
1674,Grandslam,
1675,NDA Productions,
1676,Joymax,
1677,Shouei,
1678,Kaze,
1679,Robinson Technologies,
1680,Oxygen Games,
1681,MECC,
1682,Polynetix Studio,
1683,Dazz,
1684,Kaasa Solution,
1685,"Playdom, Inc.",
1686,Oddworld Inhabitans,
1687,Pentavision Entertainment,
1688,XPEC Entertainment,
1689,Stickmen Studios,
1690,SUMO interactive,
1691,BBC Worldwide,
1692,Yokcos,
1693,SPS,
1694,Bec,
1695,Gripati Digital Entertainment,
1696,Electron Jump Games,
1697,Annapurna Interactive,
1698,Syntetic Dreams,
1699,Big Head Games,
1700,Art Data Interactive,
1701,HeartBit Interactive,
1702,Dream Forge Entertainment,
1703,Beyond Software,
1704,Nickelodeon,
1705,Dorasu,
1706,Ballistic,
1707,Urban Plant,
1708,Imperial Entertainment,
1709,PalSoft,
1710,Double Down Interactive,
1711,Rockstar Leeds/North,
1712,IncaGold,
1713,The Codemasters Software Company Limited,
1714,Hamumu Software,
1715,Inlogic Software,
1716,Social Point,
1717,The Muteki Corporation,
1718,Nexon America,
1719,Pinky Soft,
1720,Gravity Corporation,
1721,Sara International,
1722,"Thunderstorm Entertainment Inc.,",
1723,Kabam,
1724,Backflip Studios,
1725,Art of War,
1726,Mass Creation Sp. z o. o.,
1727,OMGPOP,
1728,First Touch,
1729,Tantalus Interactive,
1730,Celsius Game Studios,
1731,Caravel Games,
1732,Soldak Entertainment,
1733,JTB West,
1734,Mura Interactive,
1735,A&E Television Networks Mobile,
1736,Yamago,
1737,3D Realms,
1738,Metro Trains Melbourne,
1739,Substantial Inc.,
1740,OnLine Studio Productions LLC,
1741,SuckerFree Games,
1742,Interstel,
1743,Humble Hearts,
1744,HuCast,
1745,][ Games,
1746,CJ Internet Japan,
1747,Rockstar,
1748,Data Design Interactive,
1749,Realtec,
1750,Tom Create,
1751,cleaversoft,
1752,"Emotion, Inc.",
1753,Mobigame,
1754,Semnat Studios,
1755,Nix Hydra Games,
1756,Canal+ Multimedia,
1757,Ice Water Games,
1758,Xuse,
1759,Keynet,
1760,Tenco,
1761,Slang,
1762,Capcom / Mitchell Corporation,
1763,lbxgames,
1764,RntsMedia,
1765,Soft Vision International,
1766,Firebird,
1767,Frontier Developments Inc.,
1768,Gammick Entertainment,
1769,WaterMelon,
1770,Ember Entertainment,
1771,Goodgame Studios,
1772,Ubisoft Shanghai,
1773,NAC Geographic Products Inc.,
1774,CGE Services Corporation,
1775,Matt Roszak,
1776,Kongregate,
1777,Episode Interactive,
1778,Raw Fury,
1779,DK Games,
1780,Mobest Media,
1781,Gabriele Pellistri,
1782,Intense,
1783,Ambrosia,
1784,Gevo Entertainment,
1785,White Paper Games,
1786,Rudolf Kremers,
1787,CCP,
1788,C's Ware,
1789,Omega,
1790,Queasy Games,
1791,CP Decision Limited,
1792,Nival Interactive,
1793,Two Desperados,
1794,Mechanic Arms,
1795,Kwan,
1796,Mommy's Best Games,
1797,Roofdog Games,
1798,Cybird,
1799,2K Australia / 2K Boston,
1800,Focus on the Family,
1801,Nexeon Technologies,
1802,Fingersoft,
1803,Good-feel Co. Ltd.,
1804,Playrix,
1805,Mass Threat,
1806,Icarus Games,
1807,Ivolgamus,
1808,Rich Olson,
1809,Ludia,
1810,"TinyCo, Inc.",
1811,Zoom,
1812,Hammer Labs,
1813,Michael Bowen,
1814,Brighter Minds Media,
1815,Nostatic Software,
1816,WildTangent,
1817,Green Lava Studios,
1818,Glitch Games,
1819,Ludobit,
1820,ICS,
1821,Ichikawa,
1822,Polytron,
1823,Subatomic Studios,
1824,Outspark,
1825,Sophia,
1826,Apollo,
1827,Vector Unit Studios,
1828,Ivanovich Games,
1829,Toei Animation,
1830,Daiki,
1831,Mythicon,
1832,Kaga Tech,
1833,DreamWorks Interactive,
1834,Red 5 Studio,
1835,Korner Entertainment,
1836,Campo Santo,
1837,Kure,
1838,Bass Professor,
1839,Scott Cawthon,
1840,"Bit By Bit Studios, LLC",
1841,Go Games Limited,
1842,infinity pocket,
1843,Ballpit Monster,
1844,Renegade,
1845,Xform,
1846,Code 4 Development LLC,
1847,Winter Wolves Studio,
1848,Nocturnal Entertainment,
1849,Triniti Interactive,
1850,Sigma Ent. Inc.,
1851,AppXplore Sdn Bhd,
1852,Xendex,
1853,Smosh LLC,
1854,HeroCraft,
1855,Sakari Indie,
1856,IBA Group,
1857,InnoGames,
1858,Mixedbag Srl,
1859,Photon Productions,
1860,Complete-IT,
1861,Nemesys,
1862,The Game Creators,
1863,Endgame Studios,
1864,Elite,
1865,Abandon Interactive Entertainment,
1866,Humongous Entertainment.,
1867,Humongous Entertainment,
1868,Cerasus Media,
1869,Joycity,
1870,Red Robot Labs Inc.,
1871,Chaos89,
1872,Press Play,
1873,Mode 7,
1874,Double Eleven,
1875,Through Games,
1876,Liminal Games,
1877,South East Games,
1878,Gunho Online Entertainment,
1879,ASNetworks,
1880,Pallet,
1881,Shin'en Multimedia,
1882,Solus Games,
1883,GeneX,
1884,Fog,
1885,Aicom,
1886,CJ Internet Corp.,
1887,FX studio,
1888,Smile Soft,
1889,Aspect,
1890,Ubiquitous Media Corp.,
1891,Techno Soleil,
1892,TinkerBell,
1893,Spray,
1894,17-Bit,
1895,Tap4Fun,
1896,"Hassey Enterprises, Inc.",
1897,Nagase Brothers,
1898,ibrahim kocaalioglu,
1899,Vasili Tryndyk,
1900,Eighting,
1901,Gastronaut Studios,
1902,Brain Gray,
1903,Mubik,
1904,Digital Kids,
1905,Robert Topala,
1906,Bizarre Creations,
1907,Creat Studios,
1908,Farm 51,
1909,Decode Entertainment Inc.,
1910,Legendo Entertainment,
1911,eFusion MMOG GmbH,
1912,Matt White,
1913,XMG Studio Inc.,
1914,MAG Interactive,
1915,AAA,
1916,Norn,
1917,"CyberAgent, Inc.",
1918,Vitrex Multimedia,
1919,SuperVillain Studios,
1920,Oracion,
1921,UFO Interactive Games,
1922,Hi-Rez Studios,
1923,GlobZ,
1924,Odenis Studios,
1925,EASY Inc.,
1926,Mebius,
1927,Connect2Media,
1928,Travian Games GmbH,
1929,Swift Apps,
1930,Zallag,
1931,22Cans,
1932,"Rogue Play, Inc.",
1933,Gianty,
1934,Williams Electronics,
1935,Caramel Pot,
1936,SoftMax,
1937,Lay-Up,
1938,Playdemic,
1939,Youda Games,
1940,Polyphony Digital,
1941,Medaverse Studios,
1942,Well Made,
1943,Wanadoo,
1944,Llamasoft,
1945,Silent Dreams,
1946,Kerberos Productions,
1947,Liquid Games,
1948,Bubble Quiz Games,
1949,"Conversion, LLC",
1950,Softnyx,
1951,Rockin' Android,
1952,Platine Dispositif,
1953,RucKyGAMES,
1954,Muse Games,
1955,The ONE,
1956,"American Laser Games, Inc",
1957,MAIET Entertainment,
1958,Modern Media Ventures,
1959,High Voltage Software,
1960,Infogrammes Studios,
1961,Daybreak Games,
1962,BeF,
1963,Lupinus,
1964,DAVLevels,
1965,Tony Sergi,
1966,Black Widow Games,
1967,Dobermann,
1968,KranX Productions,
1969,Atari Games(Midway),
1970,ITL,
1971,"Activision Publishing, Inc.",
1972,Pixel Federation,
1973,Flashpoint Games,
1974,Stockpile Studio,
1975,Crowdstar Inc,
1976,Godzilab,
1977,Akella,
1978,Orangenose Studios,
1979,Silver Creek Entertainment,
1980,Sky Think Systems,
1981,Oxeye,
1982,HB Studios Multimedia,
1983,East Entertainment Media,
1984,Amtechs,
1985,Mitsui,
1986,Telenet Japan,
1987,Ghostfire Games,
1988,Virtual Toys,
1989,"Fincon Co., Ltd.",
1990,Xplosiv,
1991,Gamesys,
1992,Lonely Troops,
1993,Panic Art Studios,
1994,Meridian,
1995,Transolar Games,
1996,Winged Pixel Inc.,
1997,"WeMade Entertainment CO., LTD",
1998,S2 Games,
1999,Cryptozoic Entertainment,
2000,Bullfrog Productions,
2001,99Games Online Private Limited,
2002,Twilight Frontier,
2003,Kero Makura,
2004,Elcom,
2005,Swan,
2006,Fathammer,
2007,Alientrap Games Inc,
2008,Ruffian Games,
2009,Capstone Software,
2010,HappySoft,
2011,JuiceBox Games,
2012,Favorite,
2013,Hacker International,
2014,Glass Bottom Games,
2015,Teatime,
2016,Libredia Entertainment,
2017,Dan Da Rocha,
2018,Reliance Big Entertainment UK Private Ltd,
2019,Future Games of London,
2020,Mc O'River,
2021,Aexol,
2022,ThompsonSoft,
2023,Next Dimension Game Adventures Ltd.,
2024,GameFools,
2025,Dolores Entertainment SL,
2026,Stolen Couch Games,
2027,Games for Friends,
2028,Alegrium,
2029,Pocket Games Inc,
2030,Treasure,
2031,Rune,
2032,Vise,
2033,SEI,
2034,Vega,
2035,Papyrus,
2036,Black Package,
2037,MSN Games,
2038,Jamo Games,
2039,Ankh,
2040,Crackpot Entertainment,
2041,Seaven Studio,
2042,Out of the Park Developments,
2043,Desura,
2044,NEW WORLD,
2045,Infinite Loop,
2046,Monogon Games,
2047,Studio 3,
2048,Homegrown Games,
2049,Fugitive Games,
2050,StormBasic Games,
2051,Miel,
2052,Actoz Soft,
2053,Ole,
2054,VD-dev,
2055,Eduardas Klenauskis,
2056,Ludosity AB,
2057,Sabi Games,
2058,Shinbyou Planning,
2059,CBE Software s.r.o.,
2060,Full Control Studios,
2061,Jaguar,
2062,SCEA,
2063,Plato,
2064,Realore Studios,
2065,Studio Zan,
2066,Bimboosoft,
2067,Big Ant Studios,
2068,Culture Publishers,
2069,Iota,
2070,MaxBet,
2071,Appetite,
2072,"Shadowsoft, Inc.",
2073,tri-Ace,
2074,Shepherd's Worlds,
2075,Playful Entertainment,
2076,Mobo Studio,
2077,Devilish Developments,
2078,Honeyslug,
2079,Mechabit,
2080,Produce!,
2081,"Kairosoft Co.,Ltd",
2082,Ange,
2083,Bellda Soft,
2084,Clochette,
2085,HI Games & Publishing,
2086,Kyarara,
2087,Michal Brzozowski,
2088,Kosaido,
2089,Character Soft,
2090,Immanitas Entertainment GmbH,
2091,WHA Entertainment,
2092,Atypical Alchemists Associate,
2093,Peas Soft,
2094,Mirrorsoft,
2095,Guilty N,
2096,gamigo,
2097,Chronic Logic,
2098,Mahou,
2099,Sparkle Apps,
2100,Gamevil,
2101,Melbourne House,
2102,K2 Network,
2103,Chainsawesome Games,
2104,Juicy Beast Studio,
2105,Carnivore Studio,
2106,Home Media,
2107,Axl,
2108,T&S,
2109,WorkJam,
2110,Intec,
2111,Realtech VR,
2112,Alphastar,
2113,Pi Arts,
2114,Lilith,
2115,Ilusis Interactive Graphics,
2116,Virtual Air Guitar Company,
2117,Ail,
2118,GMF,
2119,Crowd,
2120,Melody,
2121,Honey Pot,
2122,WestVision,
2123,Infogrames Melbourne,
2124,r2 game,
2125,Hearthfire Studios,
2126,Rake in Grass,
2127,Zellers,
2128,SoftLab Laboratories,
2129,RedSpot Games,
2130,Panda House,
2131,MediaQuest,
2132,Sarbakan,
2133,Lapland Studio,
2134,Koramgame.com,
2135,Riot Games,
2136,Left Behind Games,
2137,Seika,
2138,Happy Mage,
2139,Wave,
2140,Dreamatrix,
2141,Wastelands Interactive,
2142,The LEGO Group,
2143,Dice Multimedia,
2144,13cm,
2145,Hexacto Games,
2146,1337 Game Design,
2147,Infinite Dreams Inc.,
2148,Silver Fox Media,
2149,iFree Studio Limited,
2150,Punchline / Shirogumi,
2151,Williams Entertainment Inc.,
2152,Eagle Capital LLC.,
2153,SmashGames,
2154,HookSoft,
2155,"BitMonster, Inc.",
2156,SUMS Online Ltd,
2157,NAVER JAPAN,
2158,WayForward,
2159,"JAST Co., Ltd.",
2160,CodProd,
2161,Edge of Reality,
2162,BeiZ Ltd.,
2163,Curve Studios,
2164,KLab Global Pte. Ltd.,
2165,Binary Takeover LLC,
2166,Wolfire Games,
2167,State of Play Games,
2168,O2 Games,
2169,Mac Play,
2170,Marmalade,
2171,Untouchable,
2172,BombDog,
2173,FairPlay Media Limited,
2174,Isotope 244 LLC,
2175,Turborilla,
2176,Element 5,
2177,Playbrains,
2178,Toco Games,
2179,Channel 4 Television Corporation,
2180,Riverman Media,
2181,"Making Fun, Inc.",
2182,Classified Games,
2183,Morgopolis Studios,
2184,Wicked Loot,
2185,Yullaby,
2186,Chat Noir,
2187,PICK Technology Limited,
2188,G5 Entertainment AB,
2189,Touchable,
2190,Epiphany Games,
2191,Nekki,
2192,"Space Inch, LLC",
2193,Waffle,
2194,The Code Monkeys,
2195,Bungie Software,
2196,Ponos,
2197,Isotx,
2198,Juno,
2199,Kool Kizz,
2200,Tokyo Electron,
2201,Joju Games,
2202,Media5,
2203,Gazillion Entertainment,
2204,Planetwide Games,
2205,Mobage,
2206,Eversim,
2207,Neon Surge,
2208,Sun Amusement,
2209,DHM Interactive,
2210,Pan Vision,
2211,The Men Who Wear Many Hats LLC,
2212,SCE Studio San Diego,
2213,Infinite Game Publishing,
2214,Factor 5,
2215,Supersonic,
2216,DarkElite,
2217,Igor Migun,
2218,Copenhagen Creators,
2219,Atmark,
2220,Digital Dreams,
2221,Flat Earth Games,
2222,Apparition Games,
2223,Jose Varela,
2224,Ratloop Asia Pte Ltd,
2225,Aldorlea Games,
2226,99Games,
2227,Black Psyche,
2228,Mateen Pekan,
2229,Agenda,
2230,Namco Networks America,
2231,Neko Neko Soft,
2232,Janis,
2233,Antinos Records,
2234,Electronic Visual Elements,
2235,Pinkerton Road,
2236,Intelligent Design,
2237,rdein,
2238,Pocketwatch Games,
2239,Uber Entertainment,
2240,Henchmen Studios,
2241,Event Horizon Software,
2242,Larian Studios,
2243,Nowhere Studios,
2244,Europa-Apps,
2245,Datt Japan,
2246,Health Pack Games Inc.,
2247,Varie,
2248,RedLynx,
2249,Naquatic LLC,
2250,Ustwo Games,
2251,Kitfox Games,
2252,Wesson International,
2253,Random House,
2254,Yuki,
2255,Tiburon Interactive Publishing,
2256,Zeta Multimedia,
2257,Paretto,
2258,On Deck Interactive,
2259,Taleworlds,
2260,iCOOLgeeks,
2261,Assoria,
2262,"GAMEVIL USA, Inc.",
2263,H2F Informationssysteme GmbH,
2264,Moonpod,
2265,B-Factory,
2266,Aries Online,
2267,Fingerlab,
2268,Random Games Inc.,
2269,Pygmy Studio,
2270,SevenOne Intermedia GmbH,
2271,Red Fly Studio,
2272,Meridian 4,
2273,Code Fusion,
2274,Unity Games,
2275,Tapps Tecnologia da Informao Ltda.,
2276,Up Multimedia,
2277,Ringzero Game Studio,
2278,Saddleback,
2279,Out Fit 7 Ltd.,
2280,GameTap,
2281,Digi-chain Games,
2282,Metanet Software Inc.,
2283,UNiSONSHIFT,
2284,Medioza,
2285,SkunkWorks,
2286,BudCat Games,
2287,DiezelPower,
2288,Navel,
2289,Shanblue Interactive,
2290,Hoget,
2291,Wiz Technology,
2292,Playism,
2293,Atlus Online,
2294,Force Of Habit,
2295,Daikoku,
2296,Joseph Rothenberg,
2297,Game Grinder,
2298,Akinai Games,
2299,GoGo-Robot,
2300,Nexuiz Team,
2301,CapDisc,
2302,Finji,
2303,Infinite Fall,
2304,Nunchuk Games,
2305,1st Playable,
2306,Anozor SARL,
2307,Glass Knuckle Games,
2308,Konjak,
2309,Mad Data,
2310,Q-Games,
2311,Sur de Wave,
2312,duangle,
2313,Pack In Soft,
2314,Waka Mfg,
2315,Cyan Worlds,
2316,Playlogic International NV,
2317,Cyber Planet Interactive,
2318,online in4mation GmbH,
2319,Pix Arts,
2320,Pin Change,
2321,Liar Soft,
2322,Roll7,
2323,Diversions Entertainment,
2324,Sekilala,
2325,"CyberStep Communications, Inc.",
2326,Wolfteam / Namco Tales Studio,
2327,Creability,
2328,Robot Entertainment,
2329,"responDESIGN, Inc.",
2330,"Rocket Studio, Inc.",
2331,Kawada,
2332,Yojigen,
2333,SMG Studio,
2334,Sports Interactive,
2335,Red Barrels,
2336,Virgin Mastertronic,
2337,Midway,
2338,Playstos Entertainment,
2339,Jupiter Corporation,
2340,Expert,
2341,"Minority, Inc.",
2342,Toasty Games,
2343,Telenet,
2344,Ayopa Games LLC,
2345,Pumpie,
2346,uClick,
2347,Ice-pick Lodge,
2348,Dinamic Multimedia,
2349,OnGames,
2350,Planeta DeAgostini Interactive,
2351,softhouse-seal,
2352,Sanritsu Denki,
2353,Sunny Tam,
2354,SCEE,
2355,Maestro Interactive Games,
2356,Telarium,
2357,Schell Games,
2358,EFUN COMPANY LIMITED,
2359,Amedeo,
2360,TBS,
2361,Meister Hero,
2362,NHN corp.,
2363,Ultra Runaway Games,
2364,Digital Worldwide,
2365,Cowboy Rodeo,
2366,21st Century Entertainment,
2367,Phosphor Games,
2368,Kristanix Games,
2369,Disney Online,
2370,Pasta Games!,
2371,Line One Games,
2372,Lemondo Entertainment,
2373,Robotality,
2374,Cooking Mama Ltd.,
2375,Nano Games,
2376,Allied Kingdoms,
2377,LDW,
2378,XperimentalZ Games,
2379,Cancer Research UK,
2380,Clock Up,
2381,Nitrolic Games,
2382,Kirin Entertainment,
2383,Deco Digital,
2384,Mere Mortals,
2385,"Pocket Direct, L.L.C.",
2386,"Sirqul, Inc.",
2387,Thunder Mountain,
2388,3 Sprockets,
2389,Chillingo Ltd,
2390,Abstraction Games,
2391,"RealNetworks, Inc",
2392,NTVIC,
2393,Image Works,
2394,Santa Entertainment,
2395,Khabal Gaming,
2396,Jinx,
2397,NineLives,
2398,Pajamas Soft,
2399,Silver Dollar Games 2,
2400,Cendyne,
2401,Sada Soft,
2402,Vtree Entertainment,
2403,Hanakai Studio,
2404,Games Faction,
2405,Slightly Mad Studios,
2406,The Indie Stone,
2407,Ancient,
2408,DataWest,
2409,Vision Soft,
2410,Big Blue Bubble,
2411,Andamiro U.S.A. Corp.,
2412,Studio9,
2413,Buka Enterteinment,
2414,Honey Soft,
2415,The Voxel Agents,
2416,Farmind,
2417,Pieces Interactive,
2418,Pinpin Team,
2419,Sideline Amusements,
2420,LOOT Entertainment,
2421,XYPE,
2422,Blendo Games,
2423,Masaya,
2424,Gamerizon,
2425,Aqualuft Games,
2426,Fallen Tree Games,
2427,Smilegate Megaport,
2428,Tozai Games,
2429,Light,
2430,Intermarum,
2431,Lyn And Line LLC,
2432,Polarbit,
2433,NEOCYON,
2434,Fabtek,
2435,Acer,
2436,BeLight Software,
2437,EastAsiaSoft,
2438,Sony Pictures Digital Network,
2439,XWego,
2440,Strategic Studies Group,
2441,Vivid Games,
2442,In2Games,
2443,Hobbico,
2444,Miniclip SA,
2445,Hexage.net,
2446,Kando Games,
2447,PlanetG,
2448,Pink Pineapple,
2449,Active Data Online Pty Ltd,
2450,Commotion Interactive,
2451,Yanim Studio,
2452,Anaconda,
2453,CodeHatch,
2454,"MobCrete, Inc.",
2455,Rogue Snail,
2456,TransGaming,
2457,Vblank Entertainment Inc.,
2458,Shaun Inman,
2459,Slick Entertainment,
2460,Prolific Publishing,
2461,SoftEgg Enterprises,
2462,Libido,
2463,Black Dragon,
2464,Philips Media France,
2465,Odenis Studio,
2466,Spry Fox,
2467,Wanadoo Edition,
